customer_id,name,country,total_orders,lifetime_value,avg_order_value,segment
19347,Michael Herring,In,2,464.45,232.22,Silver ($100-$500)
6552,Michele Moore,Es,2,464.0,232.0,Silver ($100-$500)
19497,Theresa Mata,Br,1,463.94,463.94,Silver ($100-$500)
8744,Latoya Dodson,Za,2,463.84000000000003,231.92,Silver ($100-$500)
12574,Barbara Walker,Fr,2,463.82000000000005,231.91,Silver ($100-$500)
14640,Karen Poole,In,3,463.76,154.59,Silver ($100-$500)
7790,Todd Day,Mx,2,463.74,231.87,Silver ($100-$500)
1706,Nicholas Solomon,Ca,4,463.71,115.93,Silver ($100-$500)
1051,Kelsey Jackson,Au,2,463.15,231.57,Silver ($100-$500)
18968,Heather Peterson,De,3,462.98,154.33,Silver ($100-$500)
6919,Kevin Lopez III,Br,4,462.94,115.73,Silver ($100-$500)
7620,Kenneth Francis,Ae,3,462.71,154.24,Silver ($100-$500)
13914,Gregory Johnson,Mx,4,462.69,115.67,Silver ($100-$500)
13764,Dr. Shawn Brown,Br,4,462.66,115.67,Silver ($100-$500)
4901,Maria Lambert,Pl,2,462.63,231.31,Silver ($100-$500)
15396,Ashley Smith,In,2,462.59000000000003,231.3,Silver ($100-$500)
8683,Jared Miller,Au,3,462.53,154.18,Silver ($100-$500)
7883,Jennifer Chapman,Br,3,462.42,154.14,Silver ($100-$500)
11196,Jeffery Hendricks,Mx,3,462.42,154.14,Silver ($100-$500)
5693,Kelli Hernandez,Se,2,462.41999999999996,231.21,Silver ($100-$500)
14452,Susan Hess,Us,1,462.34,462.34,Silver ($100-$500)
11342,Cheryl Garcia,Ca,4,462.32,115.58,Silver ($100-$500)
1348,Samuel Love,Au,4,462.02,115.5,Silver ($100-$500)
216,Sara King,Us,2,461.90999999999997,230.95,Silver ($100-$500)
16189,Ralph Weaver,Us,2,461.84000000000003,230.92,Silver ($100-$500)
7457,Raymond Ortega,Sg,3,461.83000000000004,153.94,Silver ($100-$500)
12702,Aaron Mckinney,Ca,2,461.62,230.81,Silver ($100-$500)
12378,David Crawford,Nl,4,461.61,115.4,Silver ($100-$500)
6209,Michael Porter,Jp,3,461.60999999999996,153.87,Silver ($100-$500)
15425,Miguel Kidd,Ca,4,461.59000000000003,115.4,Silver ($100-$500)
785,Deborah Peterson,Gb,3,461.38,153.79,Silver ($100-$500)
11923,Andrew Berger,Br,4,461.33,115.33,Silver ($100-$500)
2419,Michael Small,Es,2,461.22,230.61,Silver ($100-$500)
13832,Scott Campbell,Fr,1,461.18,461.18,Silver ($100-$500)
2106,Barry Weaver,Us,3,461.1,153.7,Silver ($100-$500)
16214,Sarah Jones,In,2,461.04999999999995,230.52,Silver ($100-$500)
16165,Darin Newman,Pl,4,460.89,115.22,Silver ($100-$500)
17071,Andrea Campbell,Au,3,460.84999999999997,153.62,Silver ($100-$500)
8316,Nancy Clay,Us,1,460.8,460.8,Silver ($100-$500)
8196,Melissa Lawrence,Us,4,460.79999999999995,115.2,Silver ($100-$500)
7029,Mark Heath,Fr,4,460.78999999999996,115.2,Silver ($100-$500)
18928,Mrs. Tara Mcguire DVM,Za,3,460.78999999999996,153.6,Silver ($100-$500)
6435,Daniel Alexander,Us,2,460.59000000000003,230.3,Silver ($100-$500)
9052,Cindy Wheeler,Us,3,460.5,153.5,Silver ($100-$500)
15547,Kelly Combs,Gb,3,460.41999999999996,153.47,Silver ($100-$500)
4571,Joseph Allen,In,2,460.32,230.16,Silver ($100-$500)
16010,Raymond Ramos,Us,2,460.14,230.07,Silver ($100-$500)
10271,William Tapia,Fr,3,459.84,153.28,Silver ($100-$500)
2239,Angela Norris MD,Us,3,459.62,153.21,Silver ($100-$500)
18606,Jennifer Mitchell,De,3,459.62,153.21,Silver ($100-$500)
18871,Jennifer Richardson,Pl,1,459.51,459.51,Silver ($100-$500)
5200,Monica Griffin,Gb,3,459.5,153.17,Silver ($100-$500)
8155,Rodney Barnett,Br,5,459.33,91.87,Silver ($100-$500)
5737,Dr. Paul Taylor,Br,1,459.2,459.2,Silver ($100-$500)
8833,Scott Owen,Nl,2,458.92,229.46,Silver ($100-$500)
18742,Angela Gardner,Nl,4,458.82000000000005,114.71,Silver ($100-$500)
6827,Kelly Taylor,Jp,2,458.71,229.35,Silver ($100-$500)
5014,Marco Scott,Ae,2,458.46999999999997,229.23,Silver ($100-$500)
4873,William Berg,Fr,2,458.37,229.19,Silver ($100-$500)
4458,Justin Mathews,Fr,2,458.26000000000005,229.13,Silver ($100-$500)
11133,Melanie Wood,Us,1,458.04,458.04,Silver ($100-$500)
1719,Jessica Conley,Us,1,458.01,458.01,Silver ($100-$500)
18375,Ellen Peterson,Nl,3,457.92,152.64,Silver ($100-$500)
15703,Justin Duncan,Gb,2,457.90999999999997,228.95,Silver ($100-$500)
14833,Walter Campbell,Pl,5,457.89,91.58,Silver ($100-$500)
19874,Deborah Garcia,In,5,457.85,91.57,Silver ($100-$500)
9701,Chelsea Carr,Sg,2,457.84000000000003,228.92,Silver ($100-$500)
2417,Richard Spence,Ae,1,457.78,457.78,Silver ($100-$500)
17653,Keith Clay,De,5,457.77,91.55,Silver ($100-$500)
8466,Joshua Bradshaw,Ca,2,457.76,228.88,Silver ($100-$500)
13871,Gregory Gray III,Us,2,457.48,228.74,Silver ($100-$500)
17841,Philip Salinas,Br,3,457.47,152.49,Silver ($100-$500)
1784,Tamara Baldwin,Gb,1,457.31,457.31,Silver ($100-$500)
7519,Stephen Foster,De,1,457.31,457.31,Silver ($100-$500)
1648,Monica Daniels,Sg,2,457.25,228.63,Silver ($100-$500)
2409,Brooke Nichols,Us,3,457.23,152.41,Silver ($100-$500)
2116,Ann Tapia,Pl,2,457.01,228.5,Silver ($100-$500)
12998,Gerald Kelly DVM,Br,3,456.97,152.32,Silver ($100-$500)
8307,Stacey Robertson,Au,3,456.89,152.3,Silver ($100-$500)
16802,Kimberly Bailey,Es,4,456.63,114.16,Silver ($100-$500)
1243,Kirsten Stephens,Mx,2,456.2,228.1,Silver ($100-$500)
17434,Jessica Lewis,Us,2,455.98,227.99,Silver ($100-$500)
9331,Kayla Glenn,De,1,455.69,455.69,Silver ($100-$500)
19818,Rhonda Haynes,Us,4,455.6,113.9,Silver ($100-$500)
7848,Erin Riley,Us,5,455.56,91.11,Silver ($100-$500)
10044,Jennifer Ferguson,Sg,1,455.45,455.45,Silver ($100-$500)
11868,Angela Jones,Fr,5,455.41,91.08,Silver ($100-$500)
8381,Gary Aguilar,In,3,455.28,151.76,Silver ($100-$500)
17730,Jeffrey Nelson,Nl,5,455.25,91.05,Silver ($100-$500)
10185,Mrs. Melissa Drake,In,2,455.0,227.5,Silver ($100-$500)
13819,Daniel Brown,Nl,2,454.84000000000003,227.42,Silver ($100-$500)
16822,Taylor Smith,De,3,454.55,151.52,Silver ($100-$500)
2512,Jessica Esparza,Fr,3,454.42999999999995,151.48,Silver ($100-$500)
1242,Angela Watson,Za,5,454.42,90.88,Silver ($100-$500)
18614,Gabrielle Walton,De,3,454.36,151.45,Silver ($100-$500)
9896,Charles Morris,Gb,3,454.34999999999997,151.45,Silver ($100-$500)
16442,David Nelson,Es,1,454.29,454.29,Silver ($100-$500)
7801,Jennifer Browning,Us,1,454.26,454.26,Silver ($100-$500)
18582,Donna Long,Au,3,454.14,151.38,Silver ($100-$500)
15073,Melody Roberts,Es,1,454.09,454.09,Silver ($100-$500)
5273,Valerie Mendez,Se,1,453.96,453.96,Silver ($100-$500)
10429,Ronald Williams,Us,2,453.96,226.98,Silver ($100-$500)
6953,Michael Johnson,Se,2,453.85,226.93,Silver ($100-$500)
108,Courtney Johnson MD,Au,2,453.75,226.88,Silver ($100-$500)
14424,Eileen Lopez,Us,3,453.69,151.23,Silver ($100-$500)
16512,Albert Nunez,Nl,3,453.68,151.23,Silver ($100-$500)
4705,Anthony Morgan,Br,3,453.65999999999997,151.22,Silver ($100-$500)
19680,Justin Bryan,Au,5,453.63,90.73,Silver ($100-$500)
13162,Jared Villarreal,Jp,5,453.46,90.69,Silver ($100-$500)
13919,Gordon Mcgee,Za,4,453.29999999999995,113.32,Silver ($100-$500)
1359,Anita Walker,Ca,4,453.29,113.32,Silver ($100-$500)
10681,Kristina Woodard,Jp,5,453.28999999999996,90.66,Silver ($100-$500)
10997,Jessica Harris,In,3,453.27,151.09,Silver ($100-$500)
16895,William Smith,Mx,2,453.18,226.59,Silver ($100-$500)
9195,Erik Tran,Br,1,453.05,453.05,Silver ($100-$500)
14544,Brian Yang,Nl,3,453.0,151.0,Silver ($100-$500)
15759,Brandon Wallace,Ae,3,452.85,150.95,Silver ($100-$500)
1880,Donald Hill,Fr,3,452.84999999999997,150.95,Silver ($100-$500)
18331,Tammy Fernandez,Se,2,452.68000000000006,226.34,Silver ($100-$500)
6110,Cynthia Wu,Ca,3,452.56,150.85,Silver ($100-$500)
4674,Christopher Young,Au,2,452.54999999999995,226.27,Silver ($100-$500)
6832,Mark Morris,Ca,2,452.49,226.25,Silver ($100-$500)
15638,Stacy Gonzalez,De,3,452.28000000000003,150.76,Silver ($100-$500)
12237,Margaret Anderson,Mx,3,452.14,150.71,Silver ($100-$500)
2849,Kristen Owens,Ca,2,451.88,225.94,Silver ($100-$500)
9986,Dakota Bryant,Se,2,451.82,225.91,Silver ($100-$500)
4269,Andrew Avery,Mx,5,451.68,90.34,Silver ($100-$500)
5313,Lisa Rice,Pl,3,451.28999999999996,150.43,Silver ($100-$500)
7691,Samantha Coleman,Jp,3,451.28,150.43,Silver ($100-$500)
5090,Erin Sloan,Br,2,451.17,225.59,Silver ($100-$500)
5565,Kevin Duffy,Jp,2,450.84,225.42,Silver ($100-$500)
9852,Brian Foley MD,Us,4,450.7,112.67,Silver ($100-$500)
1835,Jennifer Mccarthy,De,3,450.56,150.19,Silver ($100-$500)
9918,Joseph Hester,Fr,2,450.38,225.19,Silver ($100-$500)
14562,Alicia Davis,Us,5,450.21,90.04,Silver ($100-$500)
8772,Miranda Hernandez,Jp,5,450.2,90.04,Silver ($100-$500)
15016,Samuel Collins,Au,3,450.1,150.03,Silver ($100-$500)
414,Shannon Jackson,De,2,450.04,225.02,Silver ($100-$500)
3041,Jesse Brown,Us,3,449.99,150.0,Silver ($100-$500)
1021,Brian Kennedy DVM,Us,3,449.98,149.99,Silver ($100-$500)
7653,Jill Olsen,Au,3,449.93,149.98,Silver ($100-$500)
6325,Rachel Watson,Gb,3,449.9,149.97,Silver ($100-$500)
10213,Tina Stokes,Us,3,449.88,149.96,Silver ($100-$500)
10697,Robert Griffin,Mx,1,449.86,449.86,Silver ($100-$500)
18936,Kim Hernandez,Us,3,449.81,149.94,Silver ($100-$500)
3014,Mary Russell,Es,3,449.79,149.93,Silver ($100-$500)
6579,Timothy Wright,In,3,449.76,149.92,Silver ($100-$500)
3491,Daniel Page,Nl,3,449.71,149.9,Silver ($100-$500)
8535,Tony French,Mx,6,449.71,74.95,Silver ($100-$500)
13306,Jacob Hernandez,Us,3,449.64,149.88,Silver ($100-$500)
16562,Heather Walker,Br,2,449.51,224.75,Silver ($100-$500)
8727,Kelli Hall,Us,2,449.5,224.75,Silver ($100-$500)
1182,Brittney Bradley,De,2,449.36,224.68,Silver ($100-$500)
10254,Arthur Young,In,3,449.27,149.76,Silver ($100-$500)
10615,Jason Miller,De,3,449.1,149.7,Silver ($100-$500)
8011,Stephen Ramirez,Es,2,448.98999999999995,224.49,Silver ($100-$500)
11990,Mario Valdez,Gb,5,448.96999999999997,89.79,Silver ($100-$500)
3480,Wanda Lee,Jp,2,448.96000000000004,224.48,Silver ($100-$500)
15057,Joseph Patel,Gb,2,448.94,224.47,Silver ($100-$500)
6169,Lauren Sawyer,Au,4,448.71,112.18,Silver ($100-$500)
19605,Corey Powell,Gb,4,448.53000000000003,112.13,Silver ($100-$500)
469,Amy Young,Gb,2,448.52,224.26,Silver ($100-$500)
19588,Lisa Hughes,Us,2,448.48,224.24,Silver ($100-$500)
1647,Sean Arnold,Gb,5,448.46,89.69,Silver ($100-$500)
6742,Christopher Clark,Us,2,448.45,224.22,Silver ($100-$500)
14654,Michael Randolph,In,2,448.39,224.19,Silver ($100-$500)
16360,Dustin Hoover,Jp,2,448.28999999999996,224.14,Silver ($100-$500)
6038,Linda Johnson,In,3,448.21999999999997,149.41,Silver ($100-$500)
17869,Allen Elliott,Nl,3,448.03,149.34,Silver ($100-$500)
11745,Michael Garcia DDS,Za,3,448.01,149.34,Silver ($100-$500)
6074,Samantha Gilbert DDS,Au,3,447.86999999999995,149.29,Silver ($100-$500)
17650,Shannon Cummings,Ca,2,447.78,223.89,Silver ($100-$500)
19240,Chelsea Roberts,Mx,2,447.76000000000005,223.88,Silver ($100-$500)
1948,Raymond Gallagher,Us,5,447.69,89.54,Silver ($100-$500)
6381,Matthew Douglas,In,3,447.67,149.22,Silver ($100-$500)
3293,Amber Goodwin,Br,3,447.66999999999996,149.22,Silver ($100-$500)
5503,Tracy Aguirre PhD,Us,2,447.6,223.8,Silver ($100-$500)
10995,Jill Morse,Ae,2,447.58,223.79,Silver ($100-$500)
2952,Barbara Payne,Us,1,447.57,447.57,Silver ($100-$500)
18943,Kiara Fuentes,Us,4,447.47,111.87,Silver ($100-$500)
5732,Charles Wilson,Mx,3,447.46000000000004,149.15,Silver ($100-$500)
15613,Teresa Henry,Gb,2,447.36,223.68,Silver ($100-$500)
2566,Amy Woods,Fr,1,447.35,447.35,Silver ($100-$500)
7557,Dawn Murray,De,3,447.32000000000005,149.11,Silver ($100-$500)
17450,Jordan Parks,Ca,2,447.16,223.58,Silver ($100-$500)
17703,John Woods,Pl,4,447.15,111.79,Silver ($100-$500)
13435,Ryan Roberts,Us,2,447.14,223.57,Silver ($100-$500)
8777,Daniel Hunt,Se,2,447.05,223.53,Silver ($100-$500)
7805,Heather Waller,Br,3,447.02,149.01,Silver ($100-$500)
12858,Jill Brewer,Ca,4,447.0,111.75,Silver ($100-$500)
3590,Jonathan Gamble,Us,4,446.92,111.73,Silver ($100-$500)
19952,William Grant,Gb,4,446.86,111.72,Silver ($100-$500)
11617,Bethany Johnson,Sg,3,446.69,148.9,Silver ($100-$500)
15201,Jason Jones,Pl,2,446.52,223.26,Silver ($100-$500)
5566,Devin Mcdaniel,Us,5,446.47,89.29,Silver ($100-$500)
3973,Dalton Ford,Sg,4,446.45,111.61,Silver ($100-$500)
4531,Laurie Graham,Gb,3,446.42,148.81,Silver ($100-$500)
1019,Amy Moore,De,4,446.33,111.58,Silver ($100-$500)
5741,Susan Davis,Nl,3,446.28,148.76,Silver ($100-$500)
5063,Heather Hardin,Nl,1,446.23,446.23,Silver ($100-$500)
15992,Jimmy James,Us,2,446.09000000000003,223.05,Silver ($100-$500)
202,Kristin Thompson,Br,1,445.93,445.93,Silver ($100-$500)
878,Blake Cuevas,Se,2,445.92,222.96,Silver ($100-$500)
16325,Jacob Coleman,Us,2,445.87,222.94,Silver ($100-$500)
11023,Joseph Matthews,Us,5,445.83,89.17,Silver ($100-$500)
9774,Mitchell Hernandez,Us,2,445.76,222.88,Silver ($100-$500)
9201,Melissa Schneider,Gb,4,445.58,111.39,Silver ($100-$500)
17358,Danielle Newman,Gb,3,445.33,148.44,Silver ($100-$500)
14478,Molly Powell,Ca,6,445.18,74.2,Silver ($100-$500)
10584,Jeremy Bowman,Za,3,445.1,148.37,Silver ($100-$500)
6929,Jasmine Fox,Fr,5,445.03000000000003,89.01,Silver ($100-$500)
17123,Monica Wilson,Gb,2,444.97,222.49,Silver ($100-$500)
8023,Charles Larson,Us,4,444.96999999999997,111.24,Silver ($100-$500)
16008,Lisa Sanders,Es,4,444.84999999999997,111.21,Silver ($100-$500)
19185,Matthew Medina,Es,5,444.67,88.93,Silver ($100-$500)
14716,Bonnie Pena,Au,4,444.65,111.16,Silver ($100-$500)
885,Jerry Frederick,Br,2,444.60999999999996,222.3,Silver ($100-$500)
196,Dawn Graham,Us,2,444.5,222.25,Silver ($100-$500)
7835,Ronald Mcdaniel,Us,2,444.49,222.25,Silver ($100-$500)
11095,Raymond Mendoza,Br,3,444.48,148.16,Silver ($100-$500)
2144,Wendy Thompson,Us,2,444.46000000000004,222.23,Silver ($100-$500)
13411,Bobby Brady,Us,4,444.38,111.09,Silver ($100-$500)
16343,Garrett Wheeler,Gb,2,444.38,222.19,Silver ($100-$500)
7661,Martin Le,Pl,1,444.28,444.28,Silver ($100-$500)
9268,Gabriel Cantrell,Us,5,444.21000000000004,88.84,Silver ($100-$500)
1316,Maria Rodriguez,Mx,4,444.09,111.02,Silver ($100-$500)
4824,Emma Orr,Mx,4,444.04,111.01,Silver ($100-$500)
8174,Kevin Hall,Us,3,443.62,147.87,Silver ($100-$500)
16931,Adrian Gomez,Us,4,443.56,110.89,Silver ($100-$500)
13563,Taylor Hill,Za,2,443.52000000000004,221.76,Silver ($100-$500)
9176,Theodore Lane,Mx,4,443.19,110.8,Silver ($100-$500)
3821,Kevin Calderon,Mx,3,443.13,147.71,Silver ($100-$500)
11783,Jennifer Lewis,Mx,5,443.11,88.62,Silver ($100-$500)
8258,April Scott,Ca,2,442.98,221.49,Silver ($100-$500)
5794,John Hamilton,Nl,1,442.9,442.9,Silver ($100-$500)
11259,Tiffany Sullivan,Fr,4,442.74,110.69,Silver ($100-$500)
19540,Gina Kelley,In,1,442.59,442.59,Silver ($100-$500)
12190,Ronald Wise,Mx,3,442.5,147.5,Silver ($100-$500)
14385,Cynthia Macdonald,Us,3,442.15000000000003,147.38,Silver ($100-$500)
12083,John Chavez,Jp,2,442.04,221.02,Silver ($100-$500)
48,Mary Salas,Es,2,441.99,221.0,Silver ($100-$500)
3648,Ian Johnson,Us,3,441.94,147.31,Silver ($100-$500)
9576,Stephen Scott MD,Gb,2,441.83000000000004,220.92,Silver ($100-$500)
5358,Tina Haas,Us,1,441.69,441.69,Silver ($100-$500)
10449,Benjamin Wiley,Nl,4,441.6,110.4,Silver ($100-$500)
12671,Benjamin Burnett,Mx,3,441.53999999999996,147.18,Silver ($100-$500)
18245,Megan Drake,Au,3,441.47,147.16,Silver ($100-$500)
5457,Shawn Marshall,De,2,441.46000000000004,220.73,Silver ($100-$500)
17634,Kimberly Smith,Au,2,441.44,220.72,Silver ($100-$500)
175,Daniel Foster,Jp,5,441.37,88.27,Silver ($100-$500)
5539,Cathy Fuentes,Us,3,441.37,147.12,Silver ($100-$500)
1214,Isaiah Jones MD,Au,3,441.15000000000003,147.05,Silver ($100-$500)
2431,Lori Martinez,Es,3,441.12,147.04,Silver ($100-$500)
14240,Robin Morris,Br,3,441.07,147.02,Silver ($100-$500)
11369,Ronald Pearson,Pl,4,441.02,110.25,Silver ($100-$500)
15002,Cody English,Nl,3,440.99,147.0,Silver ($100-$500)
19906,Paul Alexander,Br,1,440.91,440.91,Silver ($100-$500)
19445,Denise Potter,Fr,4,440.86,110.22,Silver ($100-$500)
16773,Robert Stout,Us,6,440.84000000000003,73.47,Silver ($100-$500)
6053,Stacy Hansen,In,3,440.5,146.83,Silver ($100-$500)
8879,Gabrielle Carlson,De,3,440.42999999999995,146.81,Silver ($100-$500)
12989,Anthony Patterson,Fr,2,440.41,220.21,Silver ($100-$500)
3034,Stephen Williams,Br,2,440.34999999999997,220.17,Silver ($100-$500)
2386,Benjamin Chambers,Us,3,440.21999999999997,146.74,Silver ($100-$500)
12840,Madison Finley,Mx,3,440.16999999999996,146.72,Silver ($100-$500)
7707,Gregory Cabrera,Us,1,440.16,440.16,Silver ($100-$500)
2531,Lawrence Massey,In,4,440.0,110.0,Silver ($100-$500)
6231,James Williamson,Mx,3,439.85,146.62,Silver ($100-$500)
15402,Nicholas James,De,2,439.68,219.84,Silver ($100-$500)
14868,Amanda White,Au,1,439.64,439.64,Silver ($100-$500)
15262,Lisa Ruiz,Es,3,439.64,146.55,Silver ($100-$500)
6557,Deanna Brown,Us,3,439.44,146.48,Silver ($100-$500)
19742,Donald Charles,Fr,2,439.35,219.68,Silver ($100-$500)
12637,Chad Leonard,Au,5,439.3,87.86,Silver ($100-$500)
1988,Jennifer Wright,In,3,439.23,146.41,Silver ($100-$500)
9157,Nicole Pope,De,4,439.2,109.8,Silver ($100-$500)
2324,Jonathan Bennett,Pl,4,438.89000000000004,109.72,Silver ($100-$500)
12524,Linda Roberts,In,1,438.84,438.84,Silver ($100-$500)
11624,Krista West,In,4,438.8,109.7,Silver ($100-$500)
497,Dr. Stephanie Anderson,Us,2,438.76,219.38,Silver ($100-$500)
4395,Yvonne Lyons,Us,3,438.69,146.23,Silver ($100-$500)
12825,Matthew Wilson,Fr,4,438.56,109.64,Silver ($100-$500)
11275,Joshua Weaver MD,Mx,1,438.54,438.54,Silver ($100-$500)
7413,Linda Edwards DVM,Us,2,438.5,219.25,Silver ($100-$500)
11870,Taylor Smith,Us,3,438.45,146.15,Silver ($100-$500)
4172,Travis Cox,Mx,3,438.43,146.14,Silver ($100-$500)
12127,Brian Travis,Jp,3,438.3,146.1,Silver ($100-$500)
819,Shelly Leach,De,4,438.28,109.57,Silver ($100-$500)
2580,Megan Wilson,De,2,438.26,219.13,Silver ($100-$500)
16504,Annette Solomon,Us,3,438.17,146.06,Silver ($100-$500)
14257,Shannon Moore,Fr,4,438.14,109.53,Silver ($100-$500)
8127,Susan Shaw,Ae,2,437.97999999999996,218.99,Silver ($100-$500)
8306,Lauren Davies,Us,2,437.84,218.92,Silver ($100-$500)
10126,Michael Brown,Mx,3,437.83,145.94,Silver ($100-$500)
3788,Aaron Kelley,Jp,3,437.75,145.92,Silver ($100-$500)
15701,Gary Grant Jr.,Au,3,437.65000000000003,145.88,Silver ($100-$500)
16173,Keith Mcgee,Pl,2,437.62,218.81,Silver ($100-$500)
4888,Wendy Harris,Jp,4,437.55999999999995,109.39,Silver ($100-$500)
18433,Ms. Laura Johnson,Us,2,437.47,218.74,Silver ($100-$500)
9345,Russell Carroll,Ca,3,437.26,145.75,Silver ($100-$500)
12599,Joseph Richards,Pl,2,437.19,218.59,Silver ($100-$500)
13382,Melissa Golden,Jp,3,437.14,145.71,Silver ($100-$500)
7390,Daniel Jenkins,Gb,2,437.1,218.55,Silver ($100-$500)
9488,Larry Martin,In,2,437.07,218.53,Silver ($100-$500)
6744,Ryan Sweeney,Br,1,436.98,436.98,Silver ($100-$500)
16720,Aimee Bailey,Gb,6,436.8,72.8,Silver ($100-$500)
3074,Ruth Brooks,Gb,1,436.79,436.79,Silver ($100-$500)
7478,Michael Lester,Us,3,436.65000000000003,145.55,Silver ($100-$500)
17985,Susan Austin,Za,2,436.6,218.3,Silver ($100-$500)
7203,Lisa Graham,Br,1,436.59,436.59,Silver ($100-$500)
1305,Monique Cox,Mx,5,436.58000000000004,87.32,Silver ($100-$500)
14007,Aaron Stewart,Mx,2,436.57000000000005,218.29,Silver ($100-$500)
2734,Brandon Romero,Us,3,436.53999999999996,145.51,Silver ($100-$500)
9961,Robert Barnes,De,3,436.49,145.5,Silver ($100-$500)
9300,Christina Smith,Ca,2,436.46000000000004,218.23,Silver ($100-$500)
10035,Andrew Mendoza,Ae,1,436.46,436.46,Silver ($100-$500)
773,Jack Hill,Fr,3,436.4,145.47,Silver ($100-$500)
15741,Mary Smith,Us,2,436.33,218.16,Silver ($100-$500)
11167,Donald Archer,Mx,3,436.29,145.43,Silver ($100-$500)
5475,Rebecca Davidson,De,3,436.27,145.42,Silver ($100-$500)
7596,Dennis Clark,Jp,2,436.14,218.07,Silver ($100-$500)
3456,Jordan Cervantes,Fr,3,436.03000000000003,145.34,Silver ($100-$500)
12406,John Hayden,Gb,2,435.83,217.91,Silver ($100-$500)
13980,Marcus Hurley,Sg,2,435.83,217.91,Silver ($100-$500)
6433,Kenneth Tran,Fr,4,435.81,108.95,Silver ($100-$500)
14609,Tiffany Turner,Sg,2,435.78999999999996,217.89,Silver ($100-$500)
19528,Justin White,Mx,4,435.64,108.91,Silver ($100-$500)
12040,Kristen Cruz,Es,3,435.59000000000003,145.2,Silver ($100-$500)
7967,Kelsey Castillo,Au,2,435.53,217.76,Silver ($100-$500)
839,Melanie Campbell,Gb,1,435.28,435.28,Silver ($100-$500)
659,Shannon Thomas,Se,2,435.18,217.59,Silver ($100-$500)
8607,Ronald Miller,Us,3,435.18,145.06,Silver ($100-$500)
19258,Cynthia Adams,Ca,2,435.11,217.56,Silver ($100-$500)
302,Jodi Miller,Gb,1,435.02,435.02,Silver ($100-$500)
4019,Michael Cook,In,3,435.02,145.01,Silver ($100-$500)
2605,Melinda Young,Us,2,434.98999999999995,217.49,Silver ($100-$500)
4436,Dr. Shannon Cohen DVM,Br,3,434.93,144.98,Silver ($100-$500)
370,Derek Phillips,In,2,434.9,217.45,Silver ($100-$500)
8485,James Mckenzie,Us,7,434.81,62.12,Silver ($100-$500)
11761,Thomas Simpson,Gb,3,434.81,144.94,Silver ($100-$500)
2105,Christopher Taylor,Es,4,434.79,108.7,Silver ($100-$500)
1914,Tracy Parker,Jp,5,434.75,86.95,Silver ($100-$500)
1725,Mr. Wesley Hughes,Gb,3,434.74,144.91,Silver ($100-$500)
15090,Timothy Zimmerman,Us,4,434.64,108.66,Silver ($100-$500)
13648,Danielle Herrera,Us,3,434.59000000000003,144.86,Silver ($100-$500)
12355,Steven Fox,Gb,1,434.59,434.59,Silver ($100-$500)
5704,Katherine Aguilar,Us,2,434.56,217.28,Silver ($100-$500)
10273,Melissa Melendez,Au,1,434.44,434.44,Silver ($100-$500)
16620,Laura Johnson,Gb,4,434.40999999999997,108.6,Silver ($100-$500)
7311,Susan Perry,Jp,2,434.24,217.12,Silver ($100-$500)
14656,Tammy Singh,Ca,2,434.15999999999997,217.08,Silver ($100-$500)
6902,Terry Freeman,Us,3,434.09000000000003,144.7,Silver ($100-$500)
13109,Robert Curtis Jr.,Es,3,434.07,144.69,Silver ($100-$500)
6206,Heather Nguyen,Jp,3,433.6,144.53,Silver ($100-$500)
2843,Daniel Banks,Us,3,433.53000000000003,144.51,Silver ($100-$500)
18293,Mrs. Krista Gibson,Us,2,433.5,216.75,Silver ($100-$500)
3850,Alyssa Gilbert,Us,3,433.48,144.49,Silver ($100-$500)
2320,John Stevens,Mx,3,433.43,144.48,Silver ($100-$500)
18047,Aaron Walker,In,3,433.23,144.41,Silver ($100-$500)
8156,Joanna Nelson,Au,2,433.16,216.58,Silver ($100-$500)
11837,Michael Rice,Br,3,433.1,144.37,Silver ($100-$500)
18916,Ms. Kimberly Avila,Us,1,432.87,432.87,Silver ($100-$500)
9687,Shelley Rodriguez,Sg,1,432.65,432.65,Silver ($100-$500)
536,Christopher Brennan,Mx,3,432.58000000000004,144.19,Silver ($100-$500)
10696,Sarah Mueller,De,3,432.45,144.15,Silver ($100-$500)
14653,Robert Sanchez,Us,1,432.43,432.43,Silver ($100-$500)
2494,Michael Vazquez,Us,1,432.24,432.24,Silver ($100-$500)
2908,Matthew Robinson,Fr,4,432.21,108.05,Silver ($100-$500)
9183,Amanda Roberson,Us,3,432.08000000000004,144.03,Silver ($100-$500)
10666,Tammy Vargas,Fr,3,431.96000000000004,143.99,Silver ($100-$500)
7702,Frank Ho,Au,4,431.89,107.97,Silver ($100-$500)
7495,Raymond Phillips,Ca,1,431.85,431.85,Silver ($100-$500)
5050,Joseph Christian,De,3,431.84000000000003,143.95,Silver ($100-$500)
9591,Phillip Garcia,Mx,3,431.73,143.91,Silver ($100-$500)
13952,Cindy Ortega,Sg,2,431.48,215.74,Silver ($100-$500)
436,Lynn Holland,Jp,3,431.42999999999995,143.81,Silver ($100-$500)
6119,Michael Chase,Fr,3,431.41999999999996,143.81,Silver ($100-$500)
7027,Anthony Hopkins,De,1,431.26,431.26,Silver ($100-$500)
4536,Jimmy Martinez,In,3,431.19,143.73,Silver ($100-$500)
474,Rebecca Roach,Sg,2,431.03,215.51,Silver ($100-$500)
